ID,Session,VPCode,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,N1,N2,N3,N4,N5,N6,N7,N8,N9,N10,O1,O2,O3,O4,O5,O6,O7,O8,O9,O10,TFPred1,TFPred2,TFPred3,TFPred4,TFPred5,TFPred6,Prediction1,Prediction2,Prediction3,Prediction4,Prediction5,Prediction6,idFinal_Questionnaire,Session,Date,VPCode,UEQS_1,UEQS_2,UEQS_3,UEQS_4,UEQS_5,UEQS_6,UEQS_7,UEQS_8,GQS_3_1,GQS_3_2,GQS_3_3,GQS_3_4,GQS_3_5,GQS_4_1,GQS_4_2,GQS_4_3,GQS_4_4,GQS_4_5,GQS_5_1,GQS_5_2,GQS_5_3,KIT_1,KIT_2,KIT_3,KIT_4,KIT_5,KIT_6,KIT_7,KIT_8,KIT_9,KIT_10,KIT_11,KUSIV3_1,KUSIV3_2,KUSIV3_3,Fun,SD_Gender,SD_Age,Notes,Date,Session,VPCode,Informing,Consent
611,3a7b77d6e39712be1ca7ed2a35c88575,LYIG03,2,4,4,NULL,5,NULL,2,1,2,2,2,NULL,NULL,4,1,5,NULL,NULL,NULL,5,2,NULL,NULL,3,4,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5,3,NULL,NULL,3,4,5,4,NULL,3,NULL,NULL,NULL,5,NULL,NULL,1,0,1,1,1,1,4,2,3,4,3,4,501,3a7b77d6e39712be1ca7ed2a35c88575,"2021-04-17 16:41:07",LYIG03,5,7,7,7,7,7,7,7,4,5,5,5,5,5,4,4,5,4,2,2,2,2,2,2,1,1,4,5,5,7,7,4,NULL,NULL,NULL,5,0,24,NULL,"2021-04-17 16:41:07",3a7b77d6e39712be1ca7ed2a35c88575,LYIG03,1,1
612,61f79cbc24737d3192305d17805f935b,ANWO07,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,502,61f79cbc24737d3192305d17805f935b,"2021-04-17 16:42:00",ANWO07,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2021-04-17 16:42:00",61f79cbc24737d3192305d17805f935b,ANWO07,1,1
613,992219c88641be862d93e6e72d7b0bde,VIAL10,NULL,NULL,4,NULL,4,2,2,NULL,1,NULL,NULL,NULL,NULL,4,NULL,3,NULL,NULL,NULL,1,2,NULL,NULL,NULL,4,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,NULL,NULL,3,2,4,4,NULL,4,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL,4,3,3,NULL,NULL,NULL,503,992219c88641be862d93e6e72d7b0bde,"2021-04-17 17:00:11",VIAL10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2021-04-17 17:00:10",992219c88641be862d93e6e72d7b0bde,VIAL10,1,1
614,dc986b0e73a10a22bc66699ba97accfc,BAHA01,3,NULL,3,NULL,3,NULL,4,1,2,NULL,NULL,NULL,NULL,5,NULL,5,NULL,NULL,NULL,2,2,NULL,NULL,NULL,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,4,NULL,NULL,3,2,5,NULL,NULL,5,NULL,NULL,NULL,NULL,NULL,NULL,1,1,1,1,NULL,NULL,4,3,3,3,NULL,NULL,504,dc986b0e73a10a22bc66699ba97accfc,"2021-04-17 17:02:06",BAHA01,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2021-04-17 17:02:06",dc986b0e73a10a22bc66699ba97accfc,BAHA01,1,1
615,e31ee27163e24c02ef05339fd3cf111d,LURE08,3,NULL,5,2,5,NULL,2,1,3,NULL,NULL,NULL,NULL,4,NULL,4,NULL,NULL,NULL,1,2,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,4,NULL,NULL,3,2,4,5,NULL,4,NULL,NULL,NULL,NULL,NULL,NULL,1,0,1,0,NULL,NULL,2,3,4,4,NULL,NULL,505,e31ee27163e24c02ef05339fd3cf111d,"2021-04-17 17:04:19",LURE08,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2021-04-17 17:04:19",e31ee27163e24c02ef05339fd3cf111d,LURE08,1,1
616,aacba0ba7578b1d805f911860d800192,BITH05,5,5,1,5,1,4,2,1,1,1,3,NULL,NULL,5,4,3,NULL,NULL,NULL,2,1,NULL,NULL,1,3,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,2,NULL,NULL,3,2,5,5,NULL,4,NULL,NULL,NULL,3,NULL,NULL,1,0,0,0,1,1,3,4,3,3,2,4,506,aacba0ba7578b1d805f911860d800192,"2021-04-17 17:06:51",BITH05,7,7,4,7,7,7,7,7,5,5,5,5,5,3,3,3,3,3,5,1,1,1,1,4,1,1,4,4,3,4,4,4,NULL,NULL,NULL,NULL,0,37,NULL,"2021-04-17 17:06:51",aacba0ba7578b1d805f911860d800192,BITH05,1,1
617,328517f7f0a33df508004d266493f6f0,ISUD01,4,4,3,4,4,NULL,1,1,2,1,4,NULL,NULL,4,2,4,NULL,1,NULL,2,1,NULL,2,1,2,4,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,4,NULL,NULL,4,3,4,NULL,NULL,4,NULL,NULL,NULL,1,NULL,NULL,0,1,1,0,0,0,2,3,3,3,3,4,507,328517f7f0a33df508004d266493f6f0,"2021-04-17 17:08:48",ISUD01,4,7,4,5,5,6,5,6,4,4,4,4,4,3,4,4,4,3,4,2,2,1,4,3,2,2,4,2,3,4,4,4,NULL,NULL,NULL,4,0,28,NULL,"2021-04-17 17:08:48",328517f7f0a33df508004d266493f6f0,ISUD01,1,1
618,f80910a610a2f19f4083b231cdcff852,EDJÜ07,4,4,5,NULL,4,4,2,2,2,4,3,NULL,NULL,4,1,3,NULL,NULL,NULL,3,2,NULL,2,2,2,4,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,4,NULL,NULL,3,4,3,NULL,NULL,3,NULL,NULL,NULL,3,NULL,NULL,0,1,0,1,1,0,2,3,3,3,3,4,508,f80910a610a2f19f4083b231cdcff852,"2021-04-17 17:18:11",EDJÜ07,4,3,4,3,3,4,6,6,2,4,4,4,4,3,3,3,3,3,5,1,1,5,4,3,4,2,4,4,4,4,3,4,NULL,NULL,NULL,4,1,40,NULL,"2021-04-17 17:18:11",f80910a610a2f19f4083b231cdcff852,EDJÜ07,1,1
619,f614706c7185904d47625bbdc886198b,HEMA05,5,5,4,4,5,NULL,5,2,2,2,4,NULL,NULL,4,5,4,NULL,NULL,NULL,1,2,NULL,4,4,5,3,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,2,NULL,NULL,2,2,3,4,NULL,3,NULL,NULL,NULL,3,NULL,NULL,0,0,1,0,1,0,4,3,3,3,2,3,509,f614706c7185904d47625bbdc886198b,"2021-04-17 17:24:45",HEMA05,6,6,6,7,3,3,4,4,4,4,4,4,4,3,3,3,3,3,1,5,1,1,1,1,1,1,5,4,5,6,6,5,NULL,NULL,NULL,NULL,1,45,NULL,"2021-04-17 17:24:45",f614706c7185904d47625bbdc886198b,HEMA05,1,1
620,09e0e554f772b581c68f6b5e98e65c2f,SAWI07,3,4,2,NULL,2,NULL,4,4,4,2,1,NULL,NULL,3,2,5,NULL,NULL,NULL,2,3,NULL,4,4,4,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,1,NULL,NULL,1,2,4,NULL,NULL,4,NULL,NULL,NULL,1,NULL,NULL,1,1,1,1,1,0,4,3,3,4,2,3,510,09e0e554f772b581c68f6b5e98e65c2f,"2021-04-17 17:26:57",SAWI07,6,6,5,2,6,5,5,5,4,3,3,5,5,4,4,4,4,3,3,3,3,5,2,4,5,4,4,4,4,4,4,4,NULL,NULL,NULL,4,1,27,NULL,"2021-04-17 17:26:57",09e0e554f772b581c68f6b5e98e65c2f,SAWI07,1,1
621,a1412231a8492f087a99e378b06fc955,ANWO03,3,4,5,NULL,5,4,2,3,2,1,2,NULL,NULL,4,1,5,NULL,NULL,NULL,2,2,NULL,NULL,2,4,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,2,NULL,NULL,2,3,4,NULL,NULL,5,NULL,NULL,NULL,4,NULL,NULL,1,1,0,1,1,1,4,3,3,3,2,4,511,a1412231a8492f087a99e378b06fc955,"2021-04-17 17:36:10",ANWO03,4,4,5,2,4,4,4,7,2,4,5,5,3,3,3,3,3,3,3,4,2,4,4,3,3,4,4,4,4,4,4,4,NULL,NULL,NULL,5,0,30,NULL,"2021-04-17 17:36:10",a1412231a8492f087a99e378b06fc955,ANWO03,1,1
622,f9bea1924aa097495aaea9ef93cb8ff9,RILS07,4,4,2,4,4,4,2,4,1,2,4,NULL,NULL,2,2,4,NULL,2,NULL,5,2,NULL,4,4,4,4,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,2,NULL,NULL,2,2,4,2,NULL,4,NULL,NULL,NULL,2,NULL,NULL,0,0,0,0,0,0,4,3,2,3,4,3,512,f9bea1924aa097495aaea9ef93cb8ff9,"2021-04-17 17:36:31",RILS07,6,4,5,6,6,6,5,6,4,4,4,5,4,2,2,4,2,4,4,1,1,5,4,6,2,4,6,4,4,4,4,4,NULL,NULL,NULL,5,1,28,NULL,"2021-04-17 17:36:31",f9bea1924aa097495aaea9ef93cb8ff9,RILS07,1,1
623,d7f0f6931310476dfd88c05eb0a0c9ae,HAAB08,4,2,5,NULL,4,NULL,1,2,2,NULL,4,NULL,NULL,5,2,2,NULL,2,NULL,1,1,NULL,NULL,5,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,5,NULL,NULL,5,2,4,NULL,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,1,1,1,1,0,NULL,4,2,3,3,3,NULL,513,d7f0f6931310476dfd88c05eb0a0c9ae,"2021-04-17 17:39:14",HAAB08,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2021-04-17 17:39:14",d7f0f6931310476dfd88c05eb0a0c9ae,HAAB08,1,1
624,0f7b8e5fa54922c1b5ab4a45714466cc,MOTH09,4,5,5,NULL,5,NULL,1,2,5,1,5,NULL,NULL,4,5,5,NULL,NULL,NULL,2,1,NULL,NULL,3,2,1,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,5,NULL,NULL,4,1,5,5,NULL,5,NULL,NULL,NULL,1,NULL,NULL,0,0,1,1,1,1,2,3,4,4,2,3,514,0f7b8e5fa54922c1b5ab4a45714466cc,"2021-04-17 17:41:17",MOTH09,4,7,5,7,7,7,6,6,4,3,3,3,3,4,4,3,4,3,5,1,2,3,7,2,6,1,1,3,4,4,3,5,NULL,NULL,NULL,5,0,21,NULL,"2021-04-17 17:41:17",0f7b8e5fa54922c1b5ab4a45714466cc,MOTH09,1,1
625,24ea3ecbf2ab37f297a6815ee9c0d853,MAHE,5,NULL,5,5,5,5,1,1,5,NULL,NULL,NULL,NULL,5,NULL,5,NULL,NULL,NULL,1,2,NULL,NULL,NULL,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL,1,1,5,NULL,NULL,5,NULL,NULL,NULL,NULL,NULL,NULL,1,1,0,0,NULL,NULL,4,3,4,4,NULL,NULL,515,24ea3ecbf2ab37f297a6815ee9c0d853,"2021-04-17 17:48:12",MAHE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2021-04-17 17:48:12",24ea3ecbf2ab37f297a6815ee9c0d853,MAHE,1,1
626,4edab2cadb44752d0e623b39ec7f8b37,SOST02,4,5,4,4,5,4,2,2,1,2,3,NULL,NULL,3,3,4,NULL,3,NULL,3,3,NULL,4,4,4,2,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,4,NULL,NULL,4,4,4,NULL,NULL,4,NULL,NULL,NULL,2,NULL,NULL,0,1,0,0,0,0,4,3,3,3,2,3,516,4edab2cadb44752d0e623b39ec7f8b37,"2021-04-17 17:49:14",SOST02,5,6,5,6,5,5,5,7,4,4,4,4,3,4,4,4,4,4,NULL,NULL,NULL,2,2,2,2,1,5,4,4,4,5,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2021-04-17 17:49:14",4edab2cadb44752d0e623b39ec7f8b37,SOST02,1,1
627,41557c305dc4a7e1626bbca03718798c,ROHA01,4,4,5,NULL,5,4,1,1,1,1,3,NULL,NULL,4,3,5,NULL,NULL,NULL,2,2,NULL,NULL,3,3,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,1,NULL,NULL,1,3,5,NULL,NULL,5,NULL,NULL,NULL,1,NULL,NULL,1,1,0,1,1,1,4,3,3,3,1,4,517,41557c305dc4a7e1626bbca03718798c,"2021-04-17 18:13:21",ROHA01,5,6,7,5,5,5,6,5,3,3,3,3,3,5,1,3,5,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2021-04-17 18:13:21",41557c305dc4a7e1626bbca03718798c,ROHA01,1,1
628,fd32e0b6e2dbc37fc6e801ede8230524,SIMI08,2,4,5,NULL,5,NULL,2,1,3,2,2,NULL,NULL,5,2,5,NULL,NULL,NULL,3,1,NULL,NULL,1,1,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5,5,NULL,NULL,5,5,5,5,NULL,4,NULL,NULL,NULL,1,NULL,NULL,1,0,1,1,1,1,2,3,4,4,2,4,518,fd32e0b6e2dbc37fc6e801ede8230524,"2021-04-17 18:16:52",SIMI08,1,1,1,1,1,1,1,5,1,5,5,5,5,3,3,3,3,4,4,2,4,6,3,7,7,4,1,4,3,4,1,4,NULL,NULL,NULL,2,0,34,NULL,"2021-04-17 18:16:52",fd32e0b6e2dbc37fc6e801ede8230524,SIMI08,1,1
629,25a8f340c4138080eda66fc95867c202,ROKL02,5,4,4,4,4,4,2,2,2,2,2,NULL,NULL,5,3,5,NULL,NULL,NULL,2,1,NULL,2,1,2,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,4,NULL,NULL,4,3,4,NULL,NULL,5,NULL,NULL,NULL,2,NULL,NULL,1,1,0,0,1,0,2,3,3,3,2,3,519,25a8f340c4138080eda66fc95867c202,"2021-04-17 19:15:14",ROKL02,5,6,4,3,7,7,5,7,5,4,3,4,4,3,3,4,4,3,5,2,4,2,4,3,5,3,3,2,3,3,3,2,NULL,NULL,NULL,5,0,30,NULL,"2021-04-17 19:15:14",25a8f340c4138080eda66fc95867c202,ROKL02,1,1
630,729c9678ea7807e07120377935747504,JUHU,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,520,729c9678ea7807e07120377935747504,"2021-04-17 19:48:49",JUHU,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2021-04-17 19:48:49",729c9678ea7807e07120377935747504,JUHU,1,1
631,d04bffcacdcbc0f8a107ebf2e870cc61,MABE07,NULL,NULL,NULL,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5,NULL,NULL,NULL,NULL,5,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,4,NULL,NULL,NULL,NULL,NULL,521,d04bffcacdcbc0f8a107ebf2e870cc61,"2021-04-17 20:03:56",MABE07,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2021-04-17 20:03:55",d04bffcacdcbc0f8a107ebf2e870cc61,MABE07,1,1
632,cae0b5fafbae5e0f5ca5ccf4bf569e97,EVBR12,3,3,3,4,3,NULL,3,2,3,3,2,NULL,NULL,3,3,3,NULL,NULL,NULL,3,4,NULL,4,4,5,1,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,4,NULL,NULL,4,4,4,4,NULL,4,NULL,NULL,NULL,4,NULL,NULL,0,0,1,0,1,0,4,3,4,3,3,3,522,cae0b5fafbae5e0f5ca5ccf4bf569e97,"2021-04-17 20:05:57",EVBR12,4,6,6,6,6,6,4,4,4,4,3,3,3,4,3,3,3,3,3,3,3,2,2,5,6,7,2,1,1,2,1,1,NULL,NULL,NULL,3,0,38,NULL,"2021-04-17 20:05:57",cae0b5fafbae5e0f5ca5ccf4bf569e97,EVBR12,1,1
633,d48a4a1e4568905693ca8ae9f0b5d8a0,DALU07,4,4,5,NULL,4,4,4,3,2,2,4,NULL,NULL,5,4,4,NULL,3,NULL,3,3,NULL,NULL,3,4,1,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5,4,NULL,NULL,4,3,3,NULL,NULL,4,NULL,NULL,NULL,3,NULL,NULL,0,1,0,1,0,1,4,3,3,3,2,3,523,d48a4a1e4568905693ca8ae9f0b5d8a0,"2021-04-17 20:06:25",DALU07,4,6,2,5,4,5,3,3,3,4,4,3,3,2,2,3,2,3,3,3,4,5,5,6,5,4,3,2,2,4,3,4,NULL,NULL,NULL,4,0,24,NULL,"2021-04-17 20:06:25",d48a4a1e4568905693ca8ae9f0b5d8a0,DALU07,1,1
634,5281150f5a31a9c5ab1a5f79603b4fe9,REJÜ04,5,5,5,4,5,4,5,2,1,1,3,NULL,NULL,4,3,5,NULL,3,NULL,2,2,NULL,NULL,3,4,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,4,NULL,NULL,3,4,4,4,NULL,4,NULL,NULL,NULL,2,NULL,NULL,1,0,0,0,0,1,4,3,3,3,2,3,524,5281150f5a31a9c5ab1a5f79603b4fe9,"2021-04-17 20:35:44",REJÜ04,3,3,3,6,5,5,4,4,3,4,4,4,4,2,3,4,3,3,4,2,3,5,5,5,5,4,3,2,3,4,4,3,NULL,NULL,NULL,4,0,35,NULL,"2021-04-17 20:35:44",5281150f5a31a9c5ab1a5f79603b4fe9,REJÜ04,1,1
635,e2c119881f79c0fbd85d7409366875ee,BIDI08,3,4,5,NULL,5,NULL,1,1,2,2,4,NULL,NULL,5,5,5,NULL,NULL,NULL,3,3,NULL,NULL,3,3,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5,5,NULL,NULL,3,4,4,NULL,NULL,3,NULL,NULL,NULL,3,NULL,NULL,1,1,1,1,1,1,3,3,3,4,2,3,525,e2c119881f79c0fbd85d7409366875ee,"2021-04-17 21:49:53",BIDI08,7,7,7,5,7,7,7,7,5,4,4,5,5,5,5,5,5,5,3,4,4,2,2,2,4,4,5,4,4,4,4,1,NULL,NULL,NULL,5,0,23,NULL,"2021-04-17 21:49:53",e2c119881f79c0fbd85d7409366875ee,BIDI08,1,1
636,c0326158a92afaf559bbd86006d07ec7,MAJÜ05,4,4,5,5,4,5,3,1,1,1,4,NULL,NULL,5,5,5,NULL,NULL,NULL,1,1,NULL,NULL,3,5,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,1,NULL,NULL,2,1,4,NULL,NULL,5,NULL,NULL,NULL,2,NULL,NULL,1,1,0,0,1,1,4,3,2,3,1,4,526,c0326158a92afaf559bbd86006d07ec7,"2021-04-17 22:27:20",MAJÜ05,6,7,7,7,7,7,7,7,5,5,5,5,5,4,5,5,5,5,5,1,1,1,1,2,1,1,4,4,4,7,7,6,NULL,NULL,NULL,5,0,46,NULL,"2021-04-17 22:27:20",c0326158a92afaf559bbd86006d07ec7,MAJÜ05,1,1
637,11cca76398147f28cbb85ccde7eec83b,MARA01,3,3,5,NULL,4,5,2,3,1,2,5,NULL,NULL,3,4,4,NULL,NULL,NULL,3,2,NULL,NULL,2,4,5,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,4,NULL,NULL,3,3,5,NULL,NULL,5,NULL,NULL,NULL,3,NULL,NULL,0,1,0,1,1,1,4,3,2,3,2,3,527,11cca76398147f28cbb85ccde7eec83b,"2021-04-17 22:48:47",MARA01,3,5,3,5,6,6,6,7,5,5,5,5,5,3,3,3,3,3,4,4,2,5,4,5,4,4,4,3,3,5,5,4,NULL,NULL,NULL,4,0,33,NULL,"2021-04-17 22:48:47",11cca76398147f28cbb85ccde7eec83b,MARA01,1,1
638,10d030892853a212aebce47191ff2c2f,KAHA07,4,4,5,NULL,3,NULL,2,3,2,2,2,NULL,NULL,5,1,5,NULL,2,NULL,4,2,NULL,NULL,3,3,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5,3,NULL,NULL,3,3,3,1,NULL,4,NULL,NULL,NULL,4,NULL,NULL,1,0,1,1,0,1,3,4,3,3,3,3,528,10d030892853a212aebce47191ff2c2f,"2021-04-18 04:04:18",KAHA07,4,7,7,7,4,4,4,4,3,3,3,5,5,3,3,3,5,3,5,1,1,2,2,2,6,4,4,4,4,2,2,4,NULL,NULL,NULL,NULL,0,50,NULL,"2021-04-18 04:04:18",10d030892853a212aebce47191ff2c2f,KAHA07,1,1
639,611212d2ed7b74ad9c70834900b5de64,GAPE05,5,4,4,4,2,4,1,1,1,1,3,NULL,NULL,4,2,5,NULL,NULL,NULL,1,1,NULL,4,1,3,1,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,1,NULL,NULL,1,1,3,2,NULL,4,NULL,NULL,NULL,1,NULL,NULL,0,0,0,0,1,0,4,3,2,3,2,3,529,611212d2ed7b74ad9c70834900b5de64,"2021-04-18 04:58:12",GAPE05,4,7,2,7,1,1,4,1,2,5,5,5,5,2,3,3,3,3,5,1,1,1,1,4,6,4,2,1,1,1,1,4,NULL,NULL,NULL,1,0,47,NULL,"2021-04-18 04:58:12",611212d2ed7b74ad9c70834900b5de64,GAPE05,1,1
640,1ebaed060cf85fe8bbd921876131f54d,URGÜ03,3,3,3,4,3,5,3,3,3,3,3,NULL,NULL,2,3,3,NULL,3,NULL,3,3,NULL,2,3,3,3,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,3,NULL,NULL,5,3,3,4,NULL,3,NULL,NULL,NULL,3,NULL,NULL,0,0,0,0,0,0,2,3,3,3,2,3,530,1ebaed060cf85fe8bbd921876131f54d,"2021-04-18 05:00:07",URGÜ03,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,NULL,NULL,NULL,2,0,28,NULL,"2021-04-18 05:00:07",1ebaed060cf85fe8bbd921876131f54d,URGÜ03,1,1
641,2c4b5fda0614c878cedb32528ed62742,BITH05,4,4,4,4,5,NULL,4,1,1,1,3,NULL,NULL,4,2,2,NULL,NULL,NULL,1,2,NULL,2,3,3,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,1,NULL,NULL,2,2,3,NULL,NULL,4,NULL,NULL,NULL,2,NULL,NULL,1,1,1,0,1,0,3,3,3,2,2,4,531,2c4b5fda0614c878cedb32528ed62742,"2021-04-18 05:10:21",BITH05,5,5,6,6,5,5,3,4,3,3,4,3,3,3,3,3,3,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2021-04-18 05:10:21",2c4b5fda0614c878cedb32528ed62742,BITH05,1,1
642,f31af3ba401513349d77f8d181464a1b,CAJE06,5,4,5,4,4,5,2,1,1,2,2,NULL,NULL,4,2,3,NULL,NULL,NULL,4,3,NULL,4,5,4,1,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,2,NULL,NULL,2,3,5,4,NULL,4,NULL,NULL,NULL,2,NULL,NULL,0,0,0,0,1,0,4,3,3,3,3,3,532,f31af3ba401513349d77f8d181464a1b,"2021-04-18 05:32:20",CAJE06,4,5,2,5,2,3,4,2,3,5,5,4,4,2,2,3,2,3,5,2,1,5,6,5,4,4,4,3,3,2,1,4,NULL,NULL,NULL,2,0,31,NULL,"2021-04-18 05:32:20",f31af3ba401513349d77f8d181464a1b,CAJE06,1,1
